fighter_name,fighter_url,height,weight,reach,stance,dob,record,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Steve Garcia,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,"6' 0""",145 lbs.,"75""",Southpaw,"May 22, 1992",18-5-0,5.18,48%,2.20,,0.90,40%,88%,0.5
Patricio Freire,http://ufcstats.com/fighter-details/98a58c26c5b1ed17,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 07, 1987",37-8-0,2.68,43%,4.23,,1.49,33%,88%,0.6
Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d,"5' 10""",155 lbs.,"72""",Switch,"Feb 20, 1994",23-2-1,3.20,52%,2.11,,3.87,40%,57%,1.1
Jan Blachowicz,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",29-11-1,3.44,49%,3.03,,1.03,48%,69%,0.3
David Martinez,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa,"5' 5""",135 lbs.,"67""",Orthodox,"Aug 03, 1998",12-1-0,5.40,52%,2.70,,0.00,0%,100%,0.0
Bill Algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",18-9-0,5.88,51%,4.38,,1.03,50%,55%,0.1
Kris Moutinho,http://ufcstats.com/fighter-details/9c27f3217891f3f0,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992",14-7-0,4.51,31%,14.68,,0.00,0%,0%,0.0
Mauricio Ruffy,http://ufcstats.com/fighter-details/9c393e836a852f30,"5' 11""",155 lbs.,"75""",Orthodox,"Jun 17, 1996",12-2-0,3.84,57%,4.16,,0.00,0%,84%,0.0
Shauna Bannon,http://ufcstats.com/fighter-details/9c442aaf149ea982,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",7-2-0,4.32,43%,3.75,,0.00,0%,40%,0.7
Macy Chiasson,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,"5' 11""",135 lbs.,"72""",Orthodox,"Jul 27, 1991",11-4-0,3.49,46%,2.68,,2.08,35%,71%,0.4
Nicolas Dalby,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",23-6-1 (2 NC),4.05,43%,3.69,,0.98,27%,58%,0.1
Karine Silva,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,"5' 5""",125 lbs.,"67""",Orthodox,"Dec 02, 1993",19-5-0,2.73,38%,2.89,,2.37,47%,11%,1.9
Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991",14-4-0,4.74,50%,5.08,,1.02,42%,87%,0.0
Victoria Leonardo,http://ufcstats.com/fighter-details/9dedfdd91070ddd8,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990",9-7-0,3.22,38%,4.81,,1.57,27%,71%,0.0
Mickey Gall,http://ufcstats.com/fighter-details/9e50097a89442158,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",7-7-0,3.50,49%,4.72,,1.15,32%,37%,1.6
Justin Gaethje,http://ufcstats.com/fighter-details/9e8f6c728eb01124,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",26-5-0,6.59,58%,7.18,,0.10,14%,68%,0.0
Klaudia Sygula,http://ufcstats.com/fighter-details/9f5e3c20ce40b344,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998",7-2-0,5.30,53%,4.73,,0.70,20%,33%,0.0
Preston Parsons,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,"5' 11""",170 lbs.,"71""",Orthodox,"Jul 15, 1995",11-6-0,3.54,51%,3.25,,3.46,36%,71%,2.3
Adam Fugitt,http://ufcstats.com/fighter-details/a01a62132460a98d,"6' 1""",170 lbs.,"77""",Southpaw,"Jan 12, 1989",10-5-0,4.59,46%,4.54,,1.83,25%,50%,0.0
Farid Basharat,http://ufcstats.com/fighter-details/a09ed60aa67a3f67,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",13-0-0,4.36,55%,2.57,,3.97,44%,80%,0.5
Alexandre Pantoja,http://ufcstats.com/fighter-details/a0f0004aadf10b71,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",30-5-0,4.36,50%,3.88,,2.80,47%,69%,1.0
Rongzhu,http://ufcstats.com/fighter-details/a13d755965a4ec9f,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 07, 2000",27-6-0,6.02,51%,5.44,,1.35,62%,84%,0.1
Nathan Fletcher,http://ufcstats.com/fighter-details/a2d342ffc83913ed,"5' 7""",135 lbs.,"70""",Orthodox,"Jan 03, 1998",9-3-0,3.41,59%,2.16,,3.37,38%,50%,0.7
Luana Pinheiro,http://ufcstats.com/fighter-details/a3a542074109b347,"5' 2""",115 lbs.,"62""",Orthodox,"Nov 18, 1992",11-5-0,3.29,39%,4.06,,2.33,37%,71%,0.2
JooSang Yoo,http://ufcstats.com/fighter-details/a44020ea2e8cd026,"5' 7""",145 lbs.,"71""",Orthodox,"Jan 21, 1994",9-0-0,12.86,75%,4.29,,0.00,0%,0%,0.0
SuYoung You,http://ufcstats.com/fighter-details/a474aade8eb3a8f0,"5' 6""",135 lbs.,"65""",Orthodox,"Dec 11, 1995",16-3-0 (2 NC),2.28,46%,1.96,,3.80,47%,66%,0.4
Alonzo Menifield,http://ufcstats.com/fighter-details/a495f599e787614f,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",17-5-1,3.79,53%,3.76,,0.50,31%,78%,0.2
Bekzat Almakhan,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 08, 1997",12-2-0,0.68,40%,4.29,,0.00,0%,0%,0.0
Melsik Baghdasaryan,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",8-3-0,5.04,59%,3.14,,0.00,0%,72%,0.0
Carlston Harris,http://ufcstats.com/fighter-details/a53d30163304aa6e,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 09, 1987",19-7-0,3.79,43%,3.46,,1.46,22%,55%,0.6
Muin Gafurov,http://ufcstats.com/fighter-details/a54660deb6a8489c,"5' 7""",135 lbs.,"68""",Orthodox,"May 17, 1996",20-6-0,2.89,45%,2.21,,1.47,26%,70%,0.0
Isaac Dulgarian,http://ufcstats.com/fighter-details/a57cb948c4c70a47,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 04, 1996",7-1-0,3.37,64%,1.82,,5.15,52%,0%,2.1
Michael Page,http://ufcstats.com/fighter-details/a67d071163962af8,"6' 3""",185 lbs.,"79""",Switch,"Apr 07, 1987",24-3-0,2.39,60%,1.68,,0.23,16%,66%,0.0
Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",23-11-0,3.19,39%,4.14,,1.30,34%,52%,1.8
SeungWoo Choi,http://ufcstats.com/fighter-details/a68575214ecad140,"6' 0""",145 lbs.,"74""",Orthodox,"Nov 03, 1992",11-8-0,3.56,38%,3.16,,0.83,54%,70%,0.0
Gabriella Fernandes,http://ufcstats.com/fighter-details/a6eb54ae17a551be,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993",11-3-0,3.56,48%,5.19,,0.44,18%,68%,0.2
Kurt Holobaugh,http://ufcstats.com/fighter-details/a7151778b3381036,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",22-10-0 (1 NC),4.58,44%,4.24,,0.65,33%,38%,0.8
Anshul Jubli,http://ufcstats.com/fighter-details/a72a2a769fa5a2be,"6' 0""",155 lbs.,"69""",Switch,"Jan 13, 1995",7-2-0,6.42,46%,5.72,,0.81,18%,63%,0.4
Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993",11-10-2,2.74,38%,4.45,,0.78,20%,54%,1.4
Dylan Budka,http://ufcstats.com/fighter-details/a817e238b2747404,"6' 0""",185 lbs.,"75""",Switch,"Jan 14, 2000",7-5-0,1.06,38%,1.80,,1.93,38%,76%,0.4
Jake Matthews,http://ufcstats.com/fighter-details/a845f0735bc67405,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",22-7-0,3.44,43%,2.63,,1.51,42%,67%,0.6
Christian Leroy Duncan,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,"6' 2""",185 lbs.,"79""",Switch,"Jul 24, 1995",12-2-0,4.83,59%,2.94,,0.22,11%,71%,0.0
Jack Jenkins,http://ufcstats.com/fighter-details/a9da3158dd2c2b5a,"5' 7""",145 lbs.,"68""",Switch,"Nov 03, 1993",13-4-0,4.50,61%,2.97,,1.78,64%,67%,0.0
Jasmine Jasudavicius,http://ufcstats.com/fighter-details/a9e260472d321361,"5' 7""",125 lbs.,"68""",Orthodox,"Mar 01, 1989",14-3-0,3.71,45%,3.63,,2.61,44%,75%,0.6
Juliana Miller,http://ufcstats.com/fighter-details/aa0c573da7119292,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996",5-3-0,2.73,44%,3.78,,2.20,38%,44%,1.3
Billy Quarantillo,http://ufcstats.com/fighter-details/aa171d55d4b5208f,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1988",18-7-0,7.44,54%,5.83,,1.47,24%,61%,1.0
Deiveson Figueiredo,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987",24-5-1,2.82,54%,3.64,,1.69,35%,58%,1.4
Alvin Hines,http://ufcstats.com/fighter-details/ab2a4b5e04dc5fe9,"6' 2""",265 lbs.,"74""",Orthodox,"Oct 20, 1991",7-1-0,5.47,31%,7.47,,1.00,10%,0%,0.0
Julia Polastri,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,"5' 2""",115 lbs.,"63""",Orthodox,"Mar 05, 1998",13-5-0,5.62,55%,5.37,,0.87,80%,58%,0.4
Iasmin Lucindo,http://ufcstats.com/fighter-details/abcf2cc6efc42031,"5' 3""",115 lbs.,"66""",Orthodox,"Jan 08, 2002",18-6-0,3.22,45%,2.80,,2.28,55%,68%,0.1
Jordan Leavitt,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",12-3-0,2.49,61%,1.79,,2.92,30%,30%,1.3
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c,"5' 3""",115 lbs.,"63""",Orthodox,"Dec 05, 1992",8-5-0,3.41,53%,3.26,,0.46,60%,53%,0.0
Tofiq Musayev,http://ufcstats.com/fighter-details/ae81a3ac7b260411,"5' 9""",155 lbs.,"69""",Orthodox,"Dec 15, 1989",22-6-0,0.44,33%,0.44,,0.00,0%,40%,0.0
Kody Steele,http://ufcstats.com/fighter-details/aebaa8cec15b083d,"5' 9""",155 lbs.,"71""",Orthodox,"Apr 21, 1995",7-1-0,4.44,32%,7.17,,0.62,14%,100%,0.0
Joe Solecki,http://ufcstats.com/fighter-details/af65aa688d13eedf,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",13-6-0,1.97,53%,1.85,,2.06,48%,14%,1.4
Chelsea Chandler,http://ufcstats.com/fighter-details/af9efbfd63d39734,"5' 8""",135 lbs.,"68""",Southpaw,"Nov 23, 1990",6-4-0,3.55,45%,4.44,,0.87,60%,28%,0.0
Ikram Aliskerov,http://ufcstats.com/fighter-details/b07aed698fba8624,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992",16-2-0,7.76,62%,5.78,,1.14,33%,100%,1.1
Tatiana Suarez,http://ufcstats.com/fighter-details/b08012bbe542592a,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",11-1-0,3.22,61%,1.58,,4.65,47%,80%,0.7
Max Griffin,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",20-12-0,3.76,47%,3.70,,1.28,40%,70%,0.3
Gilbert Urbina,http://ufcstats.com/fighter-details/b12fb759e02378de,"6' 3""",170 lbs.,"75""",Orthodox,"Apr 05, 1996",7-5-0,5.57,56%,4.62,,2.86,44%,0%,0.7
Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",24-4-0 (1 NC),4.46,43%,3.78,,2.24,38%,90%,0.1
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988",13-7-0,4.11,44%,7.23,,0.15,33%,67%,0.0
Andre Lima,http://ufcstats.com/fighter-details/b1f21ce050035d58,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999",11-0-0,4.06,60%,2.49,,1.36,75%,75%,1.1
Trevin Giles,http://ufcstats.com/fighter-details/b27a1fcb56a3035a,"6' 0""",170 lbs.,"74""",Orthodox,"Aug 06, 1992",16-7-0,3.17,54%,2.39,,1.07,50%,72%,0.3
Gauge Young,http://ufcstats.com/fighter-details/b2a78df161bd67f9,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 14, 2000",10-3-0,5.71,51%,5.82,,1.00,30%,71%,0.0
Navajo Stirling,http://ufcstats.com/fighter-details/b4b496ec2197ee3e,"6' 4""",205 lbs.,"79""",Orthodox,"Nov 07, 1997",7-0-0,6.43,52%,2.49,,1.20,30%,78%,0.0
Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",18-3-0 (1 NC),6.30,61%,3.48,,0.27,42%,61%,0.3
Clayton Carpenter,http://ufcstats.com/fighter-details/b62d5280966b2460,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 09, 1996",8-1-0,3.91,55%,2.75,,2.23,46%,42%,1.5
Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",20-7-1,4.17,48%,3.57,,1.67,41%,62%,0.5
HyunSung Park,http://ufcstats.com/fighter-details/b671bdf981ad527d,"5' 7""",125 lbs.,"66""",Orthodox,"Nov 04, 1995",10-1-0,3.66,46%,2.94,,1.59,33%,50%,2.4
Daniel Santos,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,"5' 7""",145 lbs.,"67""",Orthodox,"Mar 12, 1995",13-2-0,4.74,40%,4.96,,3.03,39%,73%,0.0
Benardo Sopaj,http://ufcstats.com/fighter-details/b6c37948cb226e8c,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 25, 2000",12-3-0,4.24,56%,4.88,,2.53,71%,76%,0.0
Nasrat Haqparast,http://ufcstats.com/fighter-details/b7b84ccd221be298,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",18-5-0,6.40,45%,6.01,,0.35,20%,84%,0.0
Danny Barlow,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,"6' 2""",185 lbs.,"79""",Southpaw,"Aug 02, 1995",9-1-0,5.62,50%,3.70,,0.00,0%,100%,0.0
Jack Shore,http://ufcstats.com/fighter-details/b8a85389d115e35a,"5' 8""",145 lbs.,"71""",Orthodox,"Feb 06, 1995",17-3-0,3.60,58%,2.31,,3.22,39%,74%,0.6
Pat Sabatini,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 09, 1990",20-5-0,1.87,62%,1.22,,3.98,48%,50%,1.8
Gabriel Miranda,http://ufcstats.com/fighter-details/b909a9a9688b5284,"5' 11""",145 lbs.,"71""",Orthodox,"Mar 25, 1990",17-8-0,3.23,43%,6.01,,4.75,38%,0%,1.9
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994",21-7-0,3.88,36%,2.93,,1.54,45%,72%,0.1
Miesha Tate,http://ufcstats.com/fighter-details/b96619b3acd7d9da,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",20-10-0,2.62,44%,3.05,,1.97,30%,56%,1.2
Ketlen Vieira,http://ufcstats.com/fighter-details/b9706f80d005036c,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",15-4-0,2.84,41%,3.72,,1.28,43%,90%,0.5
Geoff Neal,http://ufcstats.com/fighter-details/b997be68943010fc,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",16-7-0,5.05,51%,5.48,,0.54,45%,87%,0.1
Raoni Barcelos,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",20-5-0,4.87,52%,4.40,,2.33,33%,85%,0.6
Jose Medina,http://ufcstats.com/fighter-details/baa9be02c3e3e038,"6' 0""",185 lbs.,"74""",Orthodox,"May 17, 1991",11-5-0,2.18,36%,5.25,,0.45,33%,31%,0.0
Lone'er Kavanagh,http://ufcstats.com/fighter-details/bb2c3c3a466224af,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 09, 1999",9-1-0,4.29,49%,3.69,,1.79,50%,88%,0.4
Javid Basharat,http://ufcstats.com/fighter-details/bbab3baf66128ae2,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 07, 1995",14-2-0 (1 NC),5.41,53%,2.96,,1.62,40%,83%,0.2
Mario Bautista,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",16-2-0,6.13,49%,4.45,,1.67,33%,67%,0.8
Jaqueline Amorim,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995",10-1-0,2.68,53%,1.43,,2.22,37%,0%,4.8
Melissa Mullins,http://ufcstats.com/fighter-details/bd532e9a2b93870c,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991",7-2-0,3.71,50%,4.39,,2.03,42%,85%,0.0
Austen Lane,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,"6' 6""",245 lbs.,"80""",Orthodox,"Nov 09, 1987",13-7-0 (1 NC),2.74,50%,2.23,,1.52,28%,33%,0.0
Amanda Ribas,http://ufcstats.com/fighter-details/beecb672a279223e,"5' 4""",115 lbs.,"66""",Orthodox,"Aug 26, 1993",13-7-0,4.26,39%,3.29,,2.05,52%,82%,0.6
Myktybek Orolbai,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,"5' 10""",155 lbs.,"74""",Orthodox,"Feb 10, 1998",14-2-1,3.11,48%,3.08,,5.82,45%,40%,0.7
Cody Stamann,http://ufcstats.com/fighter-details/bf7ad5628363eec9,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",21-8-1,4.32,46%,3.91,,2.17,37%,76%,0.0
Merab Dvalishvili,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",20-4-0,4.31,42%,2.48,,5.84,35%,82%,0.3
Jesus Aguilar,http://ufcstats.com/fighter-details/c051c2e12d692b8a,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 13, 1996",11-3-0,1.73,45%,1.10,,1.83,35%,40%,1.8
Marcus McGhee,http://ufcstats.com/fighter-details/c0ac37a4a1133da9,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990",10-2-0,5.50,45%,3.64,,0.31,14%,90%,0.3
Alexandr Romanov,http://ufcstats.com/fighter-details/c0badf3243907e59,"6' 2""",262 lbs.,"75""",Southpaw,"Dec 11, 1990",18-3-0,3.78,51%,2.13,,4.49,55%,28%,0.9
Joe Pyfer,http://ufcstats.com/fighter-details/c1085e1701b13eca,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 17, 1996",14-3-0,3.74,43%,3.20,,1.35,42%,60%,0.7
Junior Tafa,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996",6-4-0,3.19,51%,2.49,,0.00,0%,69%,0.0
Johnny Walker,http://ufcstats.com/fighter-details/c21f26bbde777573,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",22-9-0 (1 NC),4.06,55%,3.09,,0.42,60%,57%,0.8
Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56,"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995",15-3-0 (1 NC),5.05,55%,4.19,,4.35,37%,70%,1.6
Michael Morales,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999",18-0-0,5.62,49%,3.31,,1.09,41%,89%,0.0
Yuneisy Duben,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b,"5' 4""",125 lbs.,"65""",Orthodox,"Jul 08, 1996",6-1-0 (1 NC),13.53,48%,10.75,,0.00,0%,0%,0.0
Yan Xiaonan,http://ufcstats.com/fighter-details/c41d426cc7326d1b,"5' 5""",115 lbs.,"63""",Orthodox,"Jun 16, 1989",19-5-0 (1 NC),4.69,45%,3.23,,0.84,73%,64%,0.0
Clay Guida,http://ufcstats.com/fighter-details/c47df9303d318c67,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",38-22-0,2.63,33%,3.00,,3.10,35%,66%,0.6
Dennis Buzukja,http://ufcstats.com/fighter-details/c4d039123e62f6a9,"5' 9""",145 lbs.,"70""",Switch,"Oct 01, 1997",12-5-0,4.21,43%,4.82,,0.63,27%,75%,0.2
Michael Chiesa,http://ufcstats.com/fighter-details/c58f51dedb310998,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",19-7-0,2.03,40%,1.73,,3.05,47%,67%,1.0
Ramon Taveras,http://ufcstats.com/fighter-details/c5ccd878231c5407,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 09, 1994",10-3-0,4.62,44%,7.41,,0.00,0%,100%,0.0
Tai Tuivasa,http://ufcstats.com/fighter-details/c62fbc117d57b943,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",15-8-0,3.77,46%,5.18,,0.00,0%,57%,0.0
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,"6' 3""",170 lbs.,"80""",Orthodox,"Dec 31, 1988",25-11-0 (1 NC),4.72,62%,2.64,,0.00,0%,73%,0.2
Randy Brown,http://ufcstats.com/fighter-details/c6aee362c7a7d482,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",20-6-0,4.47,47%,3.26,,0.79,39%,73%,0.6
Jared Gooden,http://ufcstats.com/fighter-details/c730a0be691dc081,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",23-10-0,4.40,48%,6.74,,0.91,45%,65%,0.4
Yanal Ashmouz,http://ufcstats.com/fighter-details/c739c2995a275314,"5' 9""",155 lbs.,"69""",Orthodox,"Mar 31, 1995",8-2-0,2.88,50%,4.78,,3.24,38%,64%,0.0
Jessica Penne,http://ufcstats.com/fighter-details/c742287ed86a09bc,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 30, 1983",14-9-0,2.63,33%,5.05,,1.29,18%,36%,0.5
Vinc Pichel,http://ufcstats.com/fighter-details/c77a953488e5607d,"5' 10""",155 lbs.,"72""",Orthodox,"Nov 23, 1982",14-5-0,3.78,46%,3.17,,2.50,51%,31%,0.2
Chad Anheliger,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 01, 1986",13-8-0,3.11,46%,2.76,,0.68,30%,38%,0.5
Rafael Fiziev,http://ufcstats.com/fighter-details/c814b4c899793af6,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",13-4-0,4.77,52%,4.77,,0.89,72%,90%,0.0
Feng Xiaocan,http://ufcstats.com/fighter-details/c940b42df95bbd28,"5' 7""",115 lbs.,"67""",Southpaw,"Dec 27, 2001",10-4-0,4.18,49%,1.49,,0.70,100%,63%,0.0
Tim Elliott,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",22-13-1,3.37,44%,2.65,,3.71,47%,59%,1.1
Marcin Tybura,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,"6' 3""",246 lbs.,"78""",Orthodox,"Nov 09, 1985",27-10-0,3.59,48%,3.33,,1.38,33%,75%,0.1
Nurullo Aliev,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000",10-0-0,2.43,45%,1.07,,2.60,54%,0%,0.0
Kaynan Kruschewsky,http://ufcstats.com/fighter-details/ca36633b80be4a78,"6' 0""",155 lbs.,"73""",Orthodox,"Apr 04, 1991",15-3-0 (1 NC),5.67,50%,5.71,,2.74,100%,75%,2.1
Eryk Anders,http://ufcstats.com/fighter-details/cad24459b28592ca,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",17-9-0 (1 NC),3.51,48%,4.09,,1.75,24%,80%,0.1
Aljamain Sterling,http://ufcstats.com/fighter-details/cb696ebfb6598724,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989",25-5-0,4.45,52%,2.21,,2.45,30%,44%,0.6
Yair Rodriguez,http://ufcstats.com/fighter-details/cbf5e6f231b55443,"5' 11""",145 lbs.,"71""",Orthodox,"Oct 06, 1992",21-6-0 (1 NC),4.65,46%,3.78,,0.71,29%,59%,0.6
Montel Jackson,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",15-2-0,3.22,53%,1.39,,3.24,62%,68%,0.4
Mayra Bueno Silva,http://ufcstats.com/fighter-details/cc8c623cca88f54f,"5' 6""",125 lbs.,"66""",Orthodox,"Aug 22, 1991",10-5-1 (1 NC),3.83,58%,4.85,,0.57,29%,63%,1.5
Ion Cutelaba,http://ufcstats.com/fighter-details/cd13728ae1151f46,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",19-11-1 (1 NC),4.26,43%,3.34,,3.77,49%,75%,0.1
Marina Rodriguez,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",17-6-2,4.51,46%,3.01,,0.27,50%,61%,0.3
Ricky Turcios,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",13-5-0,4.73,40%,3.72,,0.91,20%,44%,0.4
Alex Morono,http://ufcstats.com/fighter-details/cdb96af67d096b1e,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",24-12-0 (1 NC),5.03,40%,4.78,,0.33,24%,47%,0.3
Trey Ogden,http://ufcstats.com/fighter-details/cfc3e7bb44685289,"5' 11""",155 lbs.,"72""",Orthodox,"Nov 14, 1989",18-7-0 (1 NC),3.20,50%,3.49,,1.89,32%,100%,0.7
Denise Gomes,http://ufcstats.com/fighter-details/cffb87059e645bd1,"5' 2""",115 lbs.,"63""",Orthodox,"Dec 30, 1999",11-3-0,4.59,50%,3.04,,1.19,36%,67%,0.8
JeongYeong Lee,http://ufcstats.com/fighter-details/d008d785f6347dc2,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 13, 1995",11-3-0,3.38,49%,3.82,,0.63,66%,72%,0.3
